"[28,28]","[9,9]",Protective-serv
"[51,51]","[10,10]",Sales
"[27,27]","[12,13]",Craft-repair
"[28,28]","[12,13]",Prof-specialty
"[27,27]","[8,9]",Sales
"[21,21]","[8,9]",Craft-repair
"[34,34]","[7,9]",Handlers-cleaners
"[18,18]","[8,9]",Other-service
"[33,33]","[13,13]",Prof-specialty
"[43,44]","[10,10]",Exec-managerial
"[43,43]","[10,10]",Adm-clerical
"[30,30]","[10,10]",Craft-repair
"[40,40]","[1,4]",Machine-op-inspct
"[37,37]","[10,10]",Adm-clerical
"[34,34]","[9,9]",Adm-clerical
"[40,41]","[13,13]",Exec-managerial
"[30,31]","[14,16]",Prof-specialty
"[58,59]","[14,16]",Prof-specialty
"[38,38]","[10,10]",Machine-op-inspct
"[24,24]","[10,10]",Machine-op-inspct
"[41,41]","[13,13]",Craft-repair
"[47,47]","[10,10]",Tech-support
"[41,41]","[13,13]",Tech-support
"[22,23]","[1,9]",Transport-moving
"[35,36]","[10,10]",Craft-repair
"[40,40]","[14,14]",Exec-managerial
"[34,35]","[14,16]",Prof-specialty
"[23,24]","[9,9]",Sales
"[26,26]","[14,14]",Prof-specialty
"[51,51]","[13,13]",Exec-managerial
"[42,42]","[10,10]",Prof-specialty
"[37,37]","[7,9]",Adm-clerical
"[18,18]","[6,7]",Sales
"[36,36]","[12,13]",Other-service
"[35,35]","[8,9]",Craft-repair
"[58,58]","[8,9]",Sales
"[17,17]","[7,7]",Sales
"[44,44]","[8,9]",Transport-moving
"[37,37]","[7,9]",Craft-repair
"[34,35]","[10,10]",Sales
"[59,60]","[9,9]",Craft-repair
"[54,54]","[1,4]",Machine-op-inspct
"[36,37]","[13,13]",Exec-managerial
"[50,50]","[11,12]",Sales
"[37,38]","[13,13]",Sales
"[44,45]","[13,13]",Prof-specialty
"[24,25]","[6,9]",Craft-repair
"[30,31]","[10,10]",Handlers-cleaners
"[90,90]","[4,9]",Other-service
"[54,54]","[8,9]",Adm-clerical
"[52,53]","[1,9]",Machine-op-inspct
"[18,18]","[8,9]",Sales
"[66,66]","[4,9]",Farming-fishing
"[75,79]","[11,13]",Adm-clerical
"[65,65]","[6,9]",Adm-clerical
"[35,35]","[6,7]",Transport-moving
"[41,41]","[8,9]",Sales
"[25,25]","[10,10]",Adm-clerical
"[32,33]","[10,10]",Craft-repair
"[28,28]","[14,15]",Prof-specialty
"[59,59]","[9,9]",Other-service
"[39,40]","[10,10]",Adm-clerical
"[41,41]","[13,13]",Exec-managerial
"[37,38]","[14,16]",Exec-managerial
"[23,23]","[9,9]",Transport-moving
"[40,40]","[12,13]",Prof-specialty
"[41,41]","[8,9]",Other-service
"[24,24]","[11,12]",Protective-serv
"[38,38]","[10,10]",Craft-repair
"[58,58]","[8,9]",Adm-clerical
"[32,32]","[8,9]",Other-service
"[40,40]","[11,12]",Tech-support
"[41,41]","[14,15]",Prof-specialty
"[42,42]","[12,13]",Adm-clerical
"[59,59]","[6,6]",Other-service
"[19,19]","[10,10]",Adm-clerical
"[58,58]","[10,10]",Transport-moving
"[42,42]","[7,9]",Farming-fishing
"[20,20]","[8,9]",Other-service
"[32,32]","[8,9]",Other-service
"[45,45]","[11,11]",Exec-managerial
"[49,50]","[2,9]",Craft-repair
"[36,36]","[12,13]",Prof-specialty
"[45,45]","[9,9]",Sales
"[17,17]","[7,7]",Other-service
"[58,59]","[10,10]",Sales
"[26,26]","[6,7]",Craft-repair
"[37,37]","[10,10]",Exec-managerial
"[64,64]","[6,9]",Exec-managerial
"[33,33]","[13,13]",Prof-specialty
"[33,33]","[8,9]",Craft-repair
"[61,61]","[7,9]",Exec-managerial
"[17,17]","[3,5]",Other-service
"[50,50]","[14,14]",Farming-fishing
"[27,27]","[14,14]",Prof-specialty
"[30,30]","[8,9]",Prof-specialty
"[43,43]","[9,9]",Handlers-cleaners
"[43,44]","[10,10]",Craft-repair
"[34,35]","[10,10]",Exec-managerial
"[25,25]","[10,10]",Tech-support
"[24,24]","[10,10]",Machine-op-inspct
"[22,22]","[12,13]",Prof-specialty
"[42,42]","[10,10]",Craft-repair
"[34,34]","[11,12]",Sales
"[60,60]","[11,13]",Prof-specialty
"[21,21]","[8,9]",Handlers-cleaners
"[56,57]","[14,16]",Sales
"[41,41]","[14,15]",Prof-specialty
"[49,50]","[10,10]",Other-service
"[25,25]","[13,13]",Exec-managerial
"[49,50]","[2,9]",Craft-repair
"[36,36]","[12,13]",Prof-specialty
"[31,31]","[8,9]",Prof-specialty
"[29,29]","[12,13]",Protective-serv
"[21,21]","[10,10]",Sales
"[27,27]","[12,13]",Tech-support
"[65,65]","[6,9]",Transport-moving
"[36,37]","[13,13]",Sales
"[23,24]","[9,9]",Craft-repair
"[38,38]","[8,9]",Sales
"[48,48]","[13,13]",Adm-clerical
"[21,21]","[10,10]",Other-service
"[31,31]","[8,9]",Transport-moving
"[55,55]","[7,9]",Sales
"[24,24]","[10,10]",Adm-clerical
"[43,43]","[9,9]",Adm-clerical
"[26,26]","[11,12]",Tech-support
"[46,46]","[11,12]",Prof-specialty
"[35,35]","[11,12]",Adm-clerical
"[41,41]","[10,10]",Farming-fishing
"[26,26]","[12,13]",Sales
"[33,34]","[14,16]",Exec-managerial
"[36,36]","[12,13]",Prof-specialty
"[21,22]","[10,10]",Sales
"[24,24]","[10,10]",Machine-op-inspct
"[77,80]","[10,10]",Sales
"[21,22]","[2,9]",Machine-op-inspct
"[28,29]","[10,10]",Tech-support
"[62,62]","[6,9]",Other-service
"[39,39]","[8,9]",Exec-managerial
"[43,43]","[10,10]",Craft-repair
"[35,35]","[9,9]",Transport-moving
"[29,29]","[6,7]",Exec-managerial
"[76,90]","[14,15]",Craft-repair
"[62,63]","[7,9]",Farming-fishing
"[43,43]","[10,10]",Prof-specialty
"[58,58]","[8,9]",Handlers-cleaners
"[66,66]","[4,9]",Transport-moving
"[41,41]","[10,10]",Craft-repair
"[26,26]","[12,13]",Adm-clerical
"[46,47]","[11,13]",Other-service
"[55,55]","[6,6]",Adm-clerical
"[53,53]","[8,9]",Transport-moving
"[17,17]","[3,5]",Other-service
"[30,30]","[8,9]",Craft-repair
"[48,49]","[14,14]",Prof-specialty
"[19,19]","[9,9]",Sales
"[45,45]","[9,9]",Other-service
"[26,26]","[11,12]",Sales
"[38,38]","[11,11]",Craft-repair
"[36,36]","[8,9]",Protective-serv
"[33,33]","[8,9]",Farming-fishing
"[21,22]","[10,10]",Protective-serv
"[43,43]","[12,13]",Sales
"[56,56]","[11,13]",Other-service
"[30,31]","[13,13]",Prof-specialty
"[33,33]","[13,13]",Exec-managerial
"[26,26]","[9,9]",Other-service
"[33,33]","[13,13]",Exec-managerial
"[46,46]","[5,7]",Transport-moving
"[38,38]","[8,9]",Adm-clerical
"[65,65]","[6,9]",Other-service
"[40,40]","[11,11]",Tech-support
"[42,42]","[7,9]",Adm-clerical
"[26,26]","[4,5]",Craft-repair
"[36,36]","[6,6]",Other-service
"[61,62]","[14,16]",Prof-specialty
"[43,43]","[12,13]",Transport-moving
"[43,43]","[13,13]",Exec-managerial
"[22,22]","[9,9]",Sales
"[28,28]","[9,9]",Craft-repair
"[55,56]","[10,10]",Sales
"[22,22]","[11,12]",Sales
"[57,57]","[12,13]",Exec-managerial
"[39,39]","[8,9]",Sales
"[25,26]","[10,10]",Adm-clerical
"[17,17]","[7,7]",Other-service
"[40,40]","[11,11]",Machine-op-inspct
"[45,45]","[9,9]",Machine-op-inspct
"[44,44]","[8,9]",Craft-repair
"[20,20]","[10,10]",Adm-clerical
"[33,33]","[8,9]",Craft-repair
"[23,23]","[10,10]",Sales
"[45,46]","[14,16]",Exec-managerial
"[38,38]","[8,9]",Sales
"[54,54]","[8,9]",Transport-moving
"[46,46]","[2,4]",Craft-repair
"[25,25]","[10,10]",Craft-repair
"[45,46]","[10,10]",Sales
"[35,36]","[10,10]",Transport-moving
"[23,23]","[9,9]",Other-service
"[29,29]","[9,9]",Machine-op-inspct
"[43,44]","[10,10]",Adm-clerical
"[19,19]","[10,10]",Adm-clerical
"[19,19]","[9,9]",Other-service
"[35,35]","[9,9]",Other-service
"[27,27]","[12,13]",Craft-repair
"[46,46]","[11,12]",Craft-repair
"[34,34]","[9,9]",Other-service
"[43,44]","[10,10]",Tech-support
"[45,45]","[10,10]",Handlers-cleaners
"[25,25]","[13,13]",Exec-managerial
"[52,52]","[13,13]",Exec-managerial
"[20,20]","[10,10]",Handlers-cleaners
"[28,28]","[10,10]",Other-service
"[50,50]","[12,13]",Protective-serv
"[34,34]","[11,11]",Tech-support
"[28,28]","[2,4]",Handlers-cleaners
"[40,41]","[14,15]",Exec-managerial
"[28,28]","[9,9]",Adm-clerical
"[46,46]","[7,9]",Craft-repair
"[31,32]","[10,10]",Exec-managerial
"[41,41]","[10,10]",Other-service
"[23,24]","[9,9]",Handlers-cleaners
"[32,33]","[10,10]",Exec-managerial
"[46,46]","[15,16]",Exec-managerial
"[30,31]","[10,10]",Machine-op-inspct
"[35,35]","[8,9]",Craft-repair
"[51,52]","[1,9]",Machine-op-inspct
"[30,30]","[6,7]",Other-service
"[34,34]","[6,7]",Machine-op-inspct
"[34,34]","[9,9]",Transport-moving
"[20,20]","[10,10]",Sales
"[17,17]","[7,7]",Handlers-cleaners
"[32,32]","[12,13]",Exec-managerial
"[29,29]","[9,9]",Farming-fishing
"[33,33]","[5,6]",Craft-repair
"[25,25]","[9,9]",Transport-moving
"[36,36]","[14,14]",Prof-specialty
"[23,23]","[9,9]",Handlers-cleaners
"[62,63]","[7,9]",Exec-managerial
"[46,47]","[14,16]",Prof-specialty
"[40,40]","[12,13]",Prof-specialty
"[30,30]","[11,12]",Other-service
"[27,27]","[10,10]",Craft-repair
"[32,33]","[14,16]",Prof-specialty
"[34,34]","[9,9]",Farming-fishing
"[34,34]","[10,10]",Protective-serv
"[23,23]","[10,10]",Adm-clerical
"[42,42]","[10,10]",Adm-clerical
"[29,29]","[12,13]",Prof-specialty
"[45,45]","[9,9]",Adm-clerical
"[23,24]","[9,9]",Armed-Forces
"[43,44]","[10,10]",Prof-specialty
"[27,27]","[3,5]",Craft-repair
"[20,20]","[10,10]",Sales
"[44,44]","[8,9]",Exec-managerial
"[51,51]","[9,9]",Craft-repair
"[20,20]","[8,9]",Machine-op-inspct
"[19,19]","[9,9]",Machine-op-inspct
"[45,45]","[10,10]",Craft-repair
"[59,60]","[9,9]",Craft-repair
"[44,44]","[8,9]",Sales
"[40,40]","[11,11]",Machine-op-inspct
"[30,30]","[8,9]",Exec-managerial
"[38,38]","[10,10]",Transport-moving
"[23,23]","[9,9]",Transport-moving
"[44,44]","[11,12]",Farming-fishing
"[54,54]","[8,9]",Transport-moving
"[32,32]","[12,13]",Prof-specialty
"[49,50]","[2,9]",Craft-repair
"[24,24]","[13,13]",Tech-support
"[37,37]","[7,9]",Adm-clerical
"[52,52]","[7,9]",Transport-moving
"[38,38]","[10,10]",Transport-moving
"[48,49]","[14,14]",Exec-managerial
"[30,30]","[12,13]",Tech-support
"[60,60]","[10,10]",Prof-specialty
"[35,35]","[9,9]",Craft-repair
"[30,30]","[8,9]",Transport-moving
"[66,67]","[11,13]",Other-service
"[45,46]","[13,13]",Craft-repair
"[17,17]","[3,5]",Other-service
"[21,22]","[10,10]",Handlers-cleaners
"[27,27]","[5,6]",Other-service
"[23,23]","[9,9]",Other-service
"[33,33]","[11,12]",Craft-repair
"[43,43]","[10,10]",Craft-repair
"[28,28]","[12,13]",Prof-specialty
"[41,41]","[8,9]",Craft-repair
"[25,25]","[10,10]",Adm-clerical
"[59,59]","[9,9]",Transport-moving
"[44,45]","[13,13]",Prof-specialty
"[37,38]","[13,13]",Sales
"[40,40]","[8,9]",Other-service
"[46,46]","[7,9]",Adm-clerical
"[35,35]","[11,12]",Exec-managerial
"[34,34]","[9,9]",Prof-specialty
"[33,33]","[13,13]",Craft-repair
"[41,41]","[8,9]",Adm-clerical
"[20,20]","[10,10]",Machine-op-inspct
"[22,23]","[1,9]",Other-service
"[25,26]","[10,10]",Prof-specialty
"[23,23]","[9,9]",Farming-fishing
"[62,62]","[6,9]",Transport-moving
"[51,52]","[10,10]",Adm-clerical
"[58,58]","[10,10]",Other-service
"[25,25]","[13,13]",Sales
"[24,24]","[13,13]",Exec-managerial
"[19,19]","[10,10]",Protective-serv
"[43,43]","[10,10]",Exec-managerial
"[47,47]","[7,9]",Adm-clerical
"[39,39]","[8,9]",Other-service
"[49,49]","[11,11]",Handlers-cleaners
"[31,32]","[11,13]",Craft-repair
"[34,34]","[10,10]",Prof-specialty
"[28,28]","[9,9]",Craft-repair
"[25,25]","[10,10]",Adm-clerical
"[34,34]","[12,13]",Prof-specialty
"[37,38]","[13,13]",Exec-managerial
"[50,50]","[8,9]",Exec-managerial
"[24,24]","[10,10]",Handlers-cleaners
"[37,37]","[10,10]",Tech-support
"[43,44]","[10,10]",Machine-op-inspct
"[28,28]","[10,10]",Sales
"[42,42]","[12,13]",Exec-managerial
"[72,74]","[10,10]",Adm-clerical
"[38,38]","[8,9]",Craft-repair
"[44,44]","[14,14]",Prof-specialty
"[44,44]","[7,8]",Machine-op-inspct
"[26,26]","[9,9]",Machine-op-inspct
"[36,36]","[8,9]",Other-service
"[41,41]","[11,12]",Exec-managerial
"[67,69]","[14,15]",Prof-specialty
"[39,39]","[7,8]",Tech-support
"[57,57]","[2,3]",Priv-house-serv
"[29,29]","[11,11]",Craft-repair
"[30,31]","[13,13]",Farming-fishing
"[43,44]","[10,10]",Transport-moving
"[29,29]","[15,16]",Prof-specialty
"[30,30]","[10,10]",Handlers-cleaners
"[27,27]","[8,9]",Transport-moving
"[27,27]","[10,10]",Sales
"[32,32]","[9,9]",Handlers-cleaners
"[58,58]","[5,6]",Other-service
"[34,35]","[10,10]",Protective-serv
"[21,21]","[8,9]",Handlers-cleaners
"[28,28]","[10,10]",Craft-repair
"[45,46]","[10,10]",Exec-managerial
"[36,36]","[8,9]",Other-service
"[72,72]","[2,9]",Adm-clerical
"[35,35]","[9,9]",Machine-op-inspct
"[33,33]","[11,11]",Craft-repair
"[69,69]","[6,9]",Machine-op-inspct
"[35,35]","[9,9]",Machine-op-inspct
"[34,34]","[9,9]",Tech-support
"[30,30]","[6,7]",Other-service
"[28,28]","[12,13]",Transport-moving
"[54,54]","[12,13]",Sales
"[47,47]","[10,10]",Prof-specialty
"[23,24]","[9,9]",Handlers-cleaners
"[52,52]","[13,13]",Prof-specialty
"[20,20]","[8,9]",Handlers-cleaners
"[42,43]","[14,16]",Exec-managerial
"[45,45]","[3,5]",Other-service
"[29,29]","[9,9]",Craft-repair
"[46,47]","[14,16]",Exec-managerial
"[23,24]","[9,9]",Craft-repair
"[51,51]","[9,9]",Prof-specialty
"[17,17]","[7,7]",Sales
"[37,37]","[11,11]",Craft-repair
"[27,27]","[14,16]",Prof-specialty
"[29,29]","[12,13]",Exec-managerial
"[36,36]","[11,12]",Sales
"[58,58]","[12,13]",Prof-specialty
"[25,26]","[10,10]",Craft-repair
"[57,57]","[8,9]",Sales
"[59,59]","[9,9]",Craft-repair
"[27,27]","[8,9]",Machine-op-inspct
"[30,31]","[13,13]",Tech-support
"[21,21]","[10,10]",Sales
"[28,29]","[10,10]",Adm-clerical
"[18,18]","[6,7]",Other-service
"[52,52]","[5,6]",Craft-repair
"[57,57]","[12,13]",Prof-specialty
"[60,60]","[2,4]",Transport-moving
"[30,31]","[13,13]",Prof-specialty
"[23,23]","[12,13]",Adm-clerical
"[27,27]","[8,9]",Sales
"[42,42]","[14,15]",Prof-specialty
"[25,25]","[10,10]",Tech-support
"[49,49]","[12,13]",Prof-specialty
"[32,32]","[12,13]",Tech-support
"[19,19]","[10,10]",Adm-clerical
"[60,60]","[2,4]",Other-service
"[42,42]","[4,6]",Other-service
"[35,35]","[11,12]",Farming-fishing
"[48,48]","[7,9]",Adm-clerical
"[50,51]","[14,16]",Craft-repair
"[29,29]","[9,9]",Craft-repair
"[36,36]","[8,9]",Exec-managerial
"[17,17]","[5,6]",Other-service
"[51,52]","[14,16]",Prof-specialty
"[23,24]","[9,9]",Craft-repair
"[23,24]","[9,9]",Handlers-cleaners
"[26,26]","[12,13]",Prof-specialty
"[27,27]","[12,13]",Other-service
"[39,39]","[8,9]",Handlers-cleaners
"[30,30]","[8,9]",Transport-moving
"[50,50]","[8,9]",Exec-managerial
"[52,52]","[13,13]",Sales
"[46,46]","[14,15]",Prof-specialty
"[23,23]","[12,13]",Sales
"[45,45]","[6,7]",Other-service
"[65,65]","[3,6]",Priv-house-serv
"[29,29]","[11,11]",Transport-moving
"[47,47]","[4,6]",Handlers-cleaners
"[30,30]","[9,9]",Farming-fishing
"[34,34]","[9,9]",Sales
"[38,38]","[8,9]",Sales
"[32,33]","[10,10]",Exec-managerial
"[49,49]","[12,13]",Sales
"[47,47]","[10,10]",Other-service
"[49,49]","[5,6]",Other-service
"[43,43]","[10,10]",Craft-repair
"[30,30]","[13,13]",Adm-clerical
"[58,58]","[8,9]",Craft-repair
"[19,19]","[9,9]",Other-service
"[21,21]","[12,13]",Handlers-cleaners
"[33,33]","[13,13]",Exec-managerial
"[47,47]","[2,4]",Transport-moving
"[52,52]","[15,16]",Prof-specialty
"[26,26]","[9,9]",Craft-repair
"[59,60]","[9,9]",Craft-repair
"[21,21]","[10,10]",Handlers-cleaners
"[35,36]","[10,10]",Sales
"[31,31]","[10,10]",Craft-repair
"[50,50]","[15,16]",Prof-specialty
"[31,31]","[8,9]",Adm-clerical
"[71,71]","[3,9]",Craft-repair
"[30,30]","[13,13]",Tech-support
"[20,20]","[10,10]",Other-service
"[23,24]","[9,9]",Exec-managerial
"[35,35]","[15,16]",Prof-specialty
"[38,38]","[10,10]",Exec-managerial
"[27,27]","[8,9]",Machine-op-inspct
"[29,29]","[10,10]",Adm-clerical
"[34,34]","[9,9]",Craft-repair
"[44,44]","[2,4]",Craft-repair
"[43,43]","[9,9]",Machine-op-inspct
"[44,44]","[7,8]",Handlers-cleaners
"[34,35]","[14,16]",Sales
"[27,27]","[10,10]",Prof-specialty
"[42,43]","[14,16]",Prof-specialty
"[20,20]","[10,10]",Sales
"[42,42]","[12,12]",Prof-specialty
"[27,27]","[10,10]",Transport-moving
"[42,42]","[9,9]",Craft-repair
"[24,24]","[4,6]",Machine-op-inspct
"[48,48]","[10,10]",Exec-managerial
"[17,17]","[7,7]",Farming-fishing
"[33,33]","[13,13]",Exec-managerial
"[50,50]","[8,9]",Sales
"[22,22]","[9,9]",Sales
"[17,17]","[8,8]",Other-service
"[31,32]","[10,10]",Adm-clerical
"[31,31]","[8,9]",Craft-repair
"[58,58]","[8,9]",Exec-managerial
"[29,29]","[9,9]",Protective-serv
"[37,37]","[11,11]",Craft-repair
"[34,34]","[9,9]",Craft-repair
"[23,23]","[10,10]",Exec-managerial
"[18,18]","[6,7]",Adm-clerical
"[34,34]","[9,9]",Exec-managerial
"[44,45]","[13,13]",Prof-specialty
"[40,41]","[14,15]",Exec-managerial
"[26,26]","[9,9]",Other-service
"[53,54]","[10,10]",Farming-fishing
"[24,24]","[10,10]",Machine-op-inspct
"[42,42]","[10,10]",Prof-specialty
"[20,20]","[10,10]",Prof-specialty
"[23,23]","[12,13]",Tech-support
"[34,35]","[14,16]",Prof-specialty
"[30,31]","[14,16]",Tech-support
"[30,30]","[13,13]",Prof-specialty
"[19,19]","[9,9]",Sales
"[36,36]","[13,13]",Prof-specialty
"[30,31]","[13,13]",Sales
"[21,21]","[10,10]",Handlers-cleaners
"[31,31]","[10,10]",Craft-repair
"[46,46]","[15,16]",Prof-specialty
"[44,44]","[13,13]",Exec-managerial
"[40,40]","[7,8]",Other-service
"[45,45]","[10,10]",Sales
"[59,60]","[9,9]",Craft-repair
"[18,18]","[7,7]",Other-service
"[28,28]","[12,13]",Prof-specialty
"[35,36]","[10,10]",Adm-clerical
"[40,40]","[11,11]",Tech-support
"[36,36]","[13,13]",Adm-clerical
"[31,31]","[9,9]",Other-service
"[33,33]","[8,9]",Machine-op-inspct
"[19,19]","[9,9]",Tech-support
"[21,22]","[10,10]",Sales
"[34,34]","[12,13]",Exec-managerial
"[33,33]","[8,9]",Other-service
"[41,41]","[8,9]",Craft-repair
"[29,29]","[12,13]",Prof-specialty
"[50,50]","[8,9]",Exec-managerial
"[42,42]","[12,13]",Exec-managerial
"[44,44]","[8,9]",Sales
"[20,20]","[10,10]",Other-service
"[31,31]","[9,9]",Other-service
"[23,23]","[10,10]",Other-service
"[54,55]","[10,10]",Adm-clerical
"[25,26]","[11,13]",Adm-clerical
"[25,25]","[11,11]",Other-service
"[34,35]","[10,10]",Craft-repair
"[35,36]","[10,10]",Sales
"[43,43]","[13,13]",Prof-specialty
"[56,56]","[9,9]",Other-service
"[42,42]","[12,13]",Tech-support
"[19,19]","[10,10]",Other-service
"[55,55]","[7,9]",Transport-moving
"[42,42]","[14,14]",Exec-managerial
"[25,26]","[11,13]",Tech-support
"[17,17]","[8,8]",Handlers-cleaners
"[42,42]","[12,13]",Prof-specialty
"[55,55]","[7,9]",Transport-moving
"[31,32]","[10,10]",Adm-clerical
"[29,29]","[7,7]",Craft-repair
"[45,46]","[13,13]",Prof-specialty
"[29,29]","[12,13]",Exec-managerial
"[22,22]","[12,13]",Prof-specialty
"[58,58]","[5,6]",Craft-repair
"[23,23]","[9,9]",Transport-moving
"[39,39]","[8,9]",Handlers-cleaners
"[27,27]","[11,11]",Craft-repair
"[54,54]","[8,9]",Transport-moving
